id,phase,category,title,prompt,best_for,framework,tags
P2-053,Phase 2,Product-Focused E-Commerce and Mockups,Amazon Main Listing Image,"Create a clean e-commerce main listing image of [product] on a pure white background. Center the product, use sharp focus, accurate proportions, realistic shadow, no props, no hands, no lifestyle environment, and no extra text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, amazon-main-listing-image, chatgpt-image-2, production-ready"
P2-054,Phase 2,Product-Focused E-Commerce and Mockups,Amazon Secondary Lifestyle Image,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, amazon-secondary-lifestyle-image, chatgpt-image-2, production-ready"
P2-055,Phase 2,Product-Focused E-Commerce and Mockups,Product Feature Callout Base,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, product-feature-callout-base, chatgpt-image-2, production-ready"
P2-056,Phase 2,Product-Focused E-Commerce and Mockups,Product Bundle Flat Lay,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, product-bundle-flat-lay, chatgpt-image-2, production-ready"
P2-057,Phase 2,Product-Focused E-Commerce and Mockups,Luxury Beauty Product Shot,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, luxury-beauty-product-shot, chatgpt-image-2, production-ready"
P2-058,Phase 2,Product-Focused E-Commerce and Mockups,Tech Product Mockup,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, tech-product-mockup, chatgpt-image-2, production-ready"
P2-059,Phase 2,Product-Focused E-Commerce and Mockups,Food Product Packaging Shot,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, food-product-packaging-shot, chatgpt-image-2, production-ready"
P2-060,Phase 2,Product-Focused E-Commerce and Mockups,Handmade Product Etsy Image,"Create a sharp e-commerce product image of [product]. Use a clean background or [surface], accurate proportions, soft shadows, crisp focus, realistic materials, and clear product visibility. No labels unless supplied, no grids, no split screen.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","product-focused-e-commerce-and-mockups, handmade-product-etsy-image, chatgpt-image-2, production-ready"
P2-061,Phase 2,Brand-Stylized Visual Systems,Corporate Memphis SaaS Illustration,"Create a brand-stylized illustration for [SaaS product/topic] using flat vector illustration, isometric view, pastel colors, sleek lines, and corporate Memphis style. Include symbolic elements for [benefit] and leave room for headline placement.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, corporate-memphis-saas-illustration, chatgpt-image-2, production-ready"
P2-062,Phase 2,Brand-Stylized Visual Systems,Isometric Workflow Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, isometric-workflow-illustration, chatgpt-image-2, production-ready"
P2-063,Phase 2,Brand-Stylized Visual Systems,Fintech Brand Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, fintech-brand-illustration, chatgpt-image-2, production-ready"
P2-064,Phase 2,Brand-Stylized Visual Systems,Healthcare Brand Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, healthcare-brand-illustration, chatgpt-image-2, production-ready"
P2-065,Phase 2,Brand-Stylized Visual Systems,Education Brand Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, education-brand-illustration, chatgpt-image-2, production-ready"
P2-066,Phase 2,Brand-Stylized Visual Systems,Data and Analytics Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, data-and-analytics-illustration, chatgpt-image-2, production-ready"
P2-067,Phase 2,Brand-Stylized Visual Systems,Cybersecurity Brand Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, cybersecurity-brand-illustration, chatgpt-image-2, production-ready"
P2-068,Phase 2,Brand-Stylized Visual Systems,AI Automation Brand Graphic,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, ai-automation-brand-graphic, chatgpt-image-2, production-ready"
P2-069,Phase 2,Brand-Stylized Visual Systems,Corporate Values Illustration,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, corporate-values-illustration, chatgpt-image-2, production-ready"
P2-070,Phase 2,Brand-Stylized Visual Systems,Blog Image Series Template,"Create a brand-stylized visual for [topic] using flat vector illustration, isometric view, pastel colors, sleek lines, corporate Memphis style, and consistent brand palette. Leave room for headline placement and avoid random text.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-stylized-visual-systems, blog-image-series-template, chatgpt-image-2, production-ready"
P2-071,Phase 2,"High-Concept, Entertainment, and Storytelling",Cyberpunk Futuristic Cityscape,"Create a high-concept cyberpunk futuristic cityscape for [story/game/channel topic] with neon reflections, rainy streets, towering buildings, cinematic atmosphere, ultra-detailed concept art, dramatic lighting, and 8k visual polish. Leave a clear focal area for title placement.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, cyberpunk-futuristic-cityscape, chatgpt-image-2, production-ready"
P2-072,Phase 2,"High-Concept, Entertainment, and Storytelling",Fantasy Product World,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, fantasy-product-world, chatgpt-image-2, production-ready"
P2-073,Phase 2,"High-Concept, Entertainment, and Storytelling",YouTube Thumbnail Concept Background,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, youtube-thumbnail-concept-background, chatgpt-image-2, production-ready"
P2-074,Phase 2,"High-Concept, Entertainment, and Storytelling",Sci-Fi Brand Campaign Visual,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, sci-fi-brand-campaign-visual, chatgpt-image-2, production-ready"
P2-075,Phase 2,"High-Concept, Entertainment, and Storytelling",Game Character Concept Sheet,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, game-character-concept-sheet, chatgpt-image-2, production-ready"
P2-076,Phase 2,"High-Concept, Entertainment, and Storytelling",Book Cover Concept Art,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, book-cover-concept-art, chatgpt-image-2, production-ready"
P2-077,Phase 2,"High-Concept, Entertainment, and Storytelling",Album or Podcast Cover Art,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, album-or-podcast-cover-art, chatgpt-image-2, production-ready"
P2-078,Phase 2,"High-Concept, Entertainment, and Storytelling",Surreal Marketing Visual,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, surreal-marketing-visual, chatgpt-image-2, production-ready"
P2-079,Phase 2,"High-Concept, Entertainment, and Storytelling",Luxury Futuristic Product Environment,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, luxury-futuristic-product-environment, chatgpt-image-2, production-ready"
P2-080,Phase 2,"High-Concept, Entertainment, and Storytelling",Mythic Brand Story Visual,"Create a high-concept visual for [story/channel/product] using [genre style], dramatic lighting, cinematic composition, ultra-detailed concept art, rich atmosphere, and a clear focal area for titles or overlays.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","high-concept-entertainment-and-storytelling, mythic-brand-story-visual, chatgpt-image-2, production-ready"
P2-081,Phase 2,Brand Consistency and Visual Systems,Brand Visual Direction Board,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, brand-visual-direction-board, chatgpt-image-2, production-ready"
P2-082,Phase 2,Brand Consistency and Visual Systems,Product Photography Style Guide Image,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, product-photography-style-guide-image, chatgpt-image-2, production-ready"
P2-083,Phase 2,Brand Consistency and Visual Systems,Social Media Grid System Preview,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, social-media-grid-system-preview, chatgpt-image-2, production-ready"
P2-084,Phase 2,Brand Consistency and Visual Systems,Brand Pattern System,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, brand-pattern-system, chatgpt-image-2, production-ready"
P2-085,Phase 2,Brand Consistency and Visual Systems,Campaign Asset Family,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, campaign-asset-family, chatgpt-image-2, production-ready"
P2-086,Phase 2,Brand Consistency and Visual Systems,Brand Color Application Board,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, brand-color-application-board, chatgpt-image-2, production-ready"
P2-087,Phase 2,Brand Consistency and Visual Systems,Brand Photography Mood Board,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, brand-photography-mood-board, chatgpt-image-2, production-ready"
P2-088,Phase 2,Brand Consistency and Visual Systems,Client Pitch Visual System,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, client-pitch-visual-system, chatgpt-image-2, production-ready"
P2-089,Phase 2,Brand Consistency and Visual Systems,Brand Icon and Pattern Kit,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, brand-icon-and-pattern-kit, chatgpt-image-2, production-ready"
P2-090,Phase 2,Brand Consistency and Visual Systems,Complete Mini Brand Campaign Preview,"Create a cohesive brand system preview for [brand] showing consistent colors, photography mood, product presentation, layout rhythm, patterns, icons, and campaign applications. Make it client-presentation ready.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","brand-consistency-and-visual-systems, complete-mini-brand-campaign-preview, chatgpt-image-2, production-ready"
P2-091,Phase 2,Bonus Production Prompts for Service Packages,AI Influencer Monthly Content Pack,"Create a complete service-package preview for [client/business] with multiple coordinated deliverables. Keep the same visual language across all assets, include production-ready spacing, and make it suitable for client review.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","bonus-production-prompts-for-service-packages, ai-influencer-monthly-content-pack, chatgpt-image-2, production-ready"
P2-092,Phase 2,Bonus Production Prompts for Service Packages,E-Commerce Launch Image Bundle,"Create a complete service-package preview for [client/business] with multiple coordinated deliverables. Keep the same visual language across all assets, include production-ready spacing, and make it suitable for client review.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","bonus-production-prompts-for-service-packages, e-commerce-launch-image-bundle, chatgpt-image-2, production-ready"
P2-093,Phase 2,Bonus Production Prompts for Service Packages,Paid Ad Testing Matrix,"Create a complete service-package preview for [client/business] with multiple coordinated deliverables. Keep the same visual language across all assets, include production-ready spacing, and make it suitable for client review.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","bonus-production-prompts-for-service-packages, paid-ad-testing-matrix, chatgpt-image-2, production-ready"
P2-094,Phase 2,Bonus Production Prompts for Service Packages,Print-on-Demand Niche Collection,"Create a complete service-package preview for [client/business] with multiple coordinated deliverables. Keep the same visual language across all assets, include production-ready spacing, and make it suitable for client review.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","bonus-production-prompts-for-service-packages, print-on-demand-niche-collection, chatgpt-image-2, production-ready"
P2-095,Phase 2,Bonus Production Prompts for Service Packages,Corporate Illustration Bundle Preview,"Create a complete service-package preview for [client/business] with multiple coordinated deliverables. Keep the same visual language across all assets, include production-ready spacing, and make it suitable for client review.","Production services, client deliverables, ad testing, asset bundles, e-commerce, brand systems","S.E.E.D. - Subject, Elements, Environment, Details","bonus-production-prompts-for-service-packages, corporate-illustration-bundle-preview, chatgpt-image-2, production-ready"
